product_title,brand,product_url,part_number,bci_group_size,cold_cranking_amperage,cranking_amperage,amperage_tier,height,length,width,product_size_tier,negative_terminal_location,positive_terminal_location,reserve_capacity,terminal_type,voltage,weight,weight_tier,amp_hour,product_attributes,product_reviews,product_warranty,sale_price,price_tier,skuid,product_id,units_sold,search_term,category,revenue,market_share,group_size
Value Battery,Value Battery,https://shop.advanceautoparts.com/p/value-battery-battery-group-size-h6-615-cca-48h6-v/11942678-P?navigationPath=L1*14920%7CL2*15000%7CL3*15597%7CL4*13646,NA,NA,615 A,765 A,601-800AMP,7.5,11,6.937,501-1000sq.inch,Top Left,Top Right,95 min,Top Mount,12 volt,38.81,20.1-40pound,NA,"Battery, Group Size H6, 615 CCA",(0 reviews),90 DAY REPLACEMENT IF DEFECTIVE,94.99,51-100$,11942678,11942678,50,https://shop.advanceautoparts.com/c4/battery/13646?term=batteries?,Battery,4749.5,0.001068321,H6
DieHard Silver,DieHard,https://shop.advanceautoparts.com/p/diehard-silver-battery-group-size-59-590-cca-59-3/99996785-P?navigationPath=L1*14920%7CL2*15000%7CL3*15597%7CL4*13646,NA,59,590 A,735 A,601-800AMP,7.75,10.06,7.62,501-1000sq.inch,Top Right,Top Left,100 min,Top Mount,12 volt,32.61,20.1-40pound,NA,"Battery, Group Size 59, 590 CCA",(142 reviews),2 YR FREE REPLACEMENT,159.99,101-200$,99996785,99996785,184,https://shop.advanceautoparts.com/c4/battery/13646?term=batteries?,Battery,29438.16,0.006621625,59
DieHard Platinum,DieHard,https://shop.advanceautoparts.com/p/diehard-platinum-battery-bci-group-size-24f-750-cca-935-ca-130-rc-24f-rp/12257749-P?navigationPath=L1*14920%7CL2*15000%7CL3*15597%7CL4*13646,NA,24F,750 A,935 A,801-1000AMP,NA,NA,NA,NA,Top Left,Top Right,130 min,Top Mount,12 volt,NA,NA,NA,"Battery, BCI Group Size 24F, 750 CCA, 935 CA, 130 RC",(0 reviews),4 YR REPLACEMENT IF DEFECTIVE,199.99,101-200$,12257749,12257749,198,https://shop.advanceautoparts.com/c4/battery/13646?term=batteries?,Battery,39598.02,0.008906917,BCI 24F
Optima,Optima,https://shop.advanceautoparts.com/p/optima-red-top-battery-group-size-34-78-800-cca-34-78-980/16080024-P?navigationPath=L1*14920%7CL2*15000%7CL3*15597%7CL4*13646,NA,NA,800 A,1000 A,801-1000AMP,7.875,10.06,6.94,501-1000sq.inch,NA,NA,100 min,Dual Terminal,12 volt,38.8,20.1-40pound,NA,"Red Top Battery, Group Size 34/78, 800 CCA",(251 reviews),3 YR FREE REPLACEMENT,254.99,201-400$,16080024,16080024,132,https://shop.advanceautoparts.com/c4/battery/13646?term=batteries?,Battery,33658.68,0.007570961,34/78
DieHard Silver,DieHard,https://shop.advanceautoparts.com/p/diehard-silver-battery-group-size-t5-590-cca-90-t5-1/10450551-P?navigationPath=L1*14920%7CL2*15000%7CL3*15597%7CL4*13646,NA,NA,590 A,735 A,601-800AMP,6.937,9.562,6.937,201-500sq.inch,Top Left,Top Right,90 min,Top Mount,12 volt,31.6,20.1-40pound,NA,"Battery, Group Size T5, 590 CCA",(81 reviews),2 YR FREE REPLACEMENT,159.99,101-200$,10450551,10450551,146,https://shop.advanceautoparts.com/c4/battery/13646?term=batteries?,Battery,23358.54,0.005254116,T5
DieHard Red,DieHard,https://shop.advanceautoparts.com/p/diehard-red-battery-group-size-75-550-cca-75-1/2040123-P?navigationPath=L1*14920%7CL2*15000%7CL3*15597%7CL4*13646,NA,75,550 A,685 A,601-800AMP,7.312,9.062,7.062,201-500sq.inch,Side Right,Side Left,70 min,Side Mount,12 volt,29.91,20.1-40pound,NA,"Battery, Group Size 75, 550 CCA",(170 reviews),1 YR FREE REPLACEMENT,99.99,51-100$,2040123,2040123,149,https://shop.advanceautoparts.com/c4/battery/13646?term=batteries?,Battery,14898.51,0.003351172,75
DieHard Powersports,DieHard,https://shop.advanceautoparts.com/p/diehard-powersports-powersports-battery-group-size-btx30l-385-cca-tx30la/16940019-P?navigationPath=L1*14920%7CL2*15000%7CL3*15597%7CL4*13646,NA,NA,385 A,NA,NA,6.812,6.562,4.937,201-500sq.inch,Top Left,Top Right,NA,Top Mount,12 volt,21.58,20.1-40pound,30.0 Ah,"Powersports Battery, Group Size BTX30L, 385 CCA",(170 reviews),90 DAY REPLACEMENT IF DEFECTIVE,146.99,101-200$,16940019,16940019,131,https://shop.advanceautoparts.com/c4/battery/13646?term=batteries?,Battery,19255.69,0.004331248,BTX30L
DieHard Platinum AGM,DieHard,https://shop.advanceautoparts.com/p/diehard-platinum-agm-battery-bci-group-size-400-200-cca-aux14-1/12268738-P?navigationPath=L1*14920%7CL2*15000%7CL3*15597%7CL4*13646,NA,NA,200 A,NA,NA,6.13,6.13,3.75,101-200sq.inch,Top Right,Top Left,NA,Top Mount,12 volt,9.81,5.1-10pound,NA,"Battery, BCI Group Size 400, 200 CCA",(0 reviews),1 YR FREE REPLACEMENT,109.99,101-200$,12268738,12268738,68,https://shop.advanceautoparts.com/c4/battery/13646?term=batteries?,Battery,7479.32,0.001682349,BCI 400
DieHard Silver,DieHard,https://shop.advanceautoparts.com/p/diehard-silver-battery-group-size-78-700-cca-78-1/2040057-P?navigationPath=L1*14920%7CL2*15000%7CL3*15597%7CL4*13646,NA,78,700 A,875 A,801-1000AMP,7.312,10.25,7.062,501-1000sq.inch,Side Right,Side Left,120 min,Side Mount,12 volt,36.4,20.1-40pound,NA,"Battery, Group Size 78, 700 CCA",(194 reviews),2 YR FREE REPLACEMENT,159.99,101-200$,2040057,2040057,236,https://shop.advanceautoparts.com/c4/battery/13646?term=batteries?,Battery,37757.64,0.008492954,78
DieHard Gold,DieHard,https://shop.advanceautoparts.com/p/diehard-gold-battery-group-size-h8-900-cca-49h8/2130012-P?navigationPath=L1*14920%7CL2*15000%7CL3*15597%7CL4*13646,NA,NA,900 A,1000 A,801-1000AMP,7.5,13.937,6.937,501-1000sq.inch,Top Left,Top Right,150 min,Top Mount,12 volt,48.01,>40pound,NA,"Battery, Group Size H8, 900 CCA",(354 reviews),3 YR FREE REPLACEMENT,179.99,101-200$,2130012,2130012,230,https://shop.advanceautoparts.com/c4/battery/13646?term=batteries?,Battery,41397.7,0.009311725,H8
DieHard Silver,DieHard,https://shop.advanceautoparts.com/p/diehard-silver-battery-group-size-25-550-cca-25-1/2040042-P?navigationPath=L1*14920%7CL2*15000%7CL3*15597%7CL4*13646,NA,25,550 A,685 A,601-800AMP,8.86,9.06,6.89,501-1000sq.inch,Top Right,Top Left,100 min,Top Mount,12 volt,34.46,20.1-40pound,NA,"Battery, Group Size 25, 550 CCA",(37 reviews),2 YR FREE REPLACEMENT,159.99,101-200$,2040042,2040042,243,https://shop.advanceautoparts.com/c4/battery/13646?term=batteries?,Battery,38877.57,0.008744864,25
DieHard Silver,DieHard,https://shop.advanceautoparts.com/p/diehard-silver-battery-group-size-51-500-cca-51-2/2130010-P?navigationPath=L1*14920%7CL2*15000%7CL3*15597%7CL4*13646,NA,51,500 A,625 A,601-800AMP,8.75,9.375,5.062,201-500sq.inch,Top Right,Top Left,85 min,Top Mount,12 volt,27.81,20.1-40pound,NA,"Battery, Group Size 51, 500 CCA",(117 reviews),2 YR FREE REPLACEMENT,159.99,101-200$,2130010,2130010,135,https://shop.advanceautoparts.com/c4/battery/13646?term=batteries?,Battery,21598.65,0.004858258,51
Optima,Optima,https://shop.advanceautoparts.com/p/optima-yellow-top-deep-cycle-battery-group-size-h7-880-cca-1000-ca-154-rc-dh7/12256996-P?navigationPath=L1*14920%7CL2*15000%7CL3*15597%7CL4*13646,NA,NA,880 A,NA,NA,7.48,12.4,6.89,501-1000sq.inch,Top Left,Top Right,154 min,NA,12 volt,60.5,>40pound,80.0 Ah,"Yellow Top Deep Cycle Battery, Group Size H7, 880 CCA, 1000 CA, 154 RC",(0 reviews),3 YR REPLACEMENT IF DEFECTIVE,319.99,201-400$,12256996,12256996,43,https://shop.advanceautoparts.com/c4/battery/13646?term=batteries?,Battery,13759.57,0.003094987,H7
DieHard Gold,DieHard,https://shop.advanceautoparts.com/p/diehard-gold-battery-group-size-86-650-cca-86-2/2130013-P?navigationPath=L1*14920%7CL2*15000%7CL3*15597%7CL4*13646,NA,86,650 A,812 A,801-1000AMP,8,9.06,6.812,201-500sq.inch,Top Right,Top Left,95 min,Top Mount,12 volt,32.24,20.1-40pound,NA,"Battery, Group Size 86, 650 CCA",(235 reviews),3 YR FREE REPLACEMENT,179.99,101-200$,2130013,2130013,256,https://shop.advanceautoparts.com/c4/battery/13646?term=batteries?,Battery,46077.44,0.010364355,86
DieHard Silver,DieHard,https://shop.advanceautoparts.com/p/diehard-silver-battery-group-size-36r-650-cca-36r-1/2040000-P?navigationPath=L1*14920%7CL2*15000%7CL3*15597%7CL4*13646,NA,36R,650 A,813 A,801-1000AMP,8.125,10.375,7.187,501-1000sq.inch,Top Left,Top Right,130 min,Top Mount,12 volt,38.73,20.1-40pound,NA,"Battery, Group Size 36R, 650 CCA",(340 reviews),2 YR FREE REPLACEMENT,159.99,101-200$,2040000,2040000,122,https://shop.advanceautoparts.com/c4/battery/13646?term=batteries?,Battery,19518.78,0.004390425,36R
DieHard Platinum,DieHard,https://shop.advanceautoparts.com/p/diehard-platinum-battery-bci-group-size-78-800-cca-1000-ca-115-rc-78ft-rp/12277122-P?navigationPath=L1*14920%7CL2*15000%7CL3*15597%7CL4*13646,NA,78,800 A,1000 A,801-1000AMP,NA,NA,NA,NA,Side Right,Side Left,115 min,Side Mount,12 volt,NA,NA,NA,"Battery, BCI Group Size 78, 800 CCA, 1000 CA, 115 RC",(0 reviews),4 YR REPLACEMENT IF DEFECTIVE,199.99,101-200$,12277122,12277122,115,https://shop.advanceautoparts.com/c4/battery/13646?term=batteries?,Battery,22998.85,0.005173209,BCI 78
Optima,Optima,https://shop.advanceautoparts.com/p/optima-yellow-top-deep-cycle-battery-group-size-h6-800-cca-925-ca-140-rc-dh6/12023820-P?navigationPath=L1*14920%7CL2*15000%7CL3*15597%7CL4*13646,NA,NA,800 A,925 A,801-1000AMP,7.5,11,6.937,501-1000sq.inch,Top Left,Top Right,140 min,Top Mount,12 volt,54,>40pound,72.0 Ah,"Yellow Top Deep Cycle Battery, Group Size H6, 800 CCA, 925 CA, 140 RC",(0 reviews),3 YR REPLACEMENT IF DEFECTIVE,309.99,201-400$,12023820,12023820,74,https://shop.advanceautoparts.com/c4/battery/13646?term=batteries?,Battery,22939.26,0.005159806,H6
Optima,Optima,https://shop.advanceautoparts.com/p/optima-yellow-top-deep-cycle-battery-group-size-35-620-cca-d35/16940021-P?navigationPath=L1*14920%7CL2*15000%7CL3*15597%7CL4*13646,NA,35,620 A,770 A,601-800AMP,6.687,9.375,6.75,201-500sq.inch,Top Left,Top Right,100 min,Top Mount,12 volt,36.4,20.1-40pound,NA,"Yellow Top Deep Cycle Battery, Group Size 35, 620 CCA",(105 reviews),3 YR FREE REPLACEMENT,264.99,201-400$,16940021,16940021,24,https://shop.advanceautoparts.com/c4/battery/13646?term=batteries?,Battery,6359.76,0.001430522,35
DieHard Silver,DieHard,https://shop.advanceautoparts.com/p/diehard-silver-battery-group-size-h8-825-cca-93-1/2040034-P?navigationPath=L1*14920%7CL2*15000%7CL3*15597%7CL4*13646,NA,NA,825 A,1000 A,801-1000AMP,7.5,13.937,6.937,501-1000sq.inch,Top Left,Top Right,135 min,Top Mount,12 volt,47.41,>40pound,NA,"Battery, Group Size H8, 825 CCA",(93 reviews),2 YR FREE REPLACEMENT,159.99,101-200$,2040034,2040034,65,https://shop.advanceautoparts.com/c4/battery/13646?term=batteries?,Battery,10399.35,0.002339161,H8
DieHard Marine,DieHard,https://shop.advanceautoparts.com/p/diehard-marine-marine-battery-group-size-27m-800-cca-m27-1/10890045-P?navigationPath=L1*14920%7CL2*15000%7CL3*15597%7CL4*13646,NA,NA,800 A,NA,NA,8.812,12.06,6.812,501-1000sq.inch,Top Left,Top Right,182 min,Top Mount,12 volt,56.21,>40pound,NA,"Marine Battery, Group Size 27M, 800 CCA",(1 reviews),12 MO FREE REPLACMENT,104.99,101-200$,10890045,10890045,26,https://shop.advanceautoparts.com/c4/battery/13646?term=batteries?,Battery,2729.74,0.000614,27M
DieHard Gold,DieHard,https://shop.advanceautoparts.com/p/diehard-gold-battery-group-size-151r-370-cca-151r/10081210-P?navigationPath=L1*14920%7CL2*15000%7CL3*15597%7CL4*13646,NA,151R,370 A,425 A,400-600AMP,8.875,7.437,4.937,201-500sq.inch,Top Left,Top Right,57 min,Top Mount,12 volt,22.5,20.1-40pound,NA,"Battery, Group Size 151R, 370 CCA",(76 reviews),3 YR FREE REPLACEMENT,179.99,101-200$,10081210,10081210,139,https://shop.advanceautoparts.com/c4/battery/13646?term=batteries?,Battery,25018.61,0.005627521,151R
DieHard Silver,DieHard,https://shop.advanceautoparts.com/p/diehard-silver-battery-group-size-27f-710-cca-27f-3/2040183-P?navigationPath=L1*14920%7CL2*15000%7CL3*15597%7CL4*13646,NA,27F,710 A,885 A,801-1000AMP,8.937,12.5,6.812,501-1000sq.inch,Top Left,Top Right,165 min,Top Mount,12 volt,49.94,>40pound,NA,"Battery, Group Size 27F, 710 CCA",(169 reviews),2 YR FREE REPLACEMENT,159.99,101-200$,2040183,2040183,142,https://shop.advanceautoparts.com/c4/battery/13646?term=batteries?,Battery,22718.58,0.005110167,27F
Optima,Optima,https://shop.advanceautoparts.com/p/optima-red-top-battery-group-size-25-720-cca-25/16940002-P?navigationPath=L1*14920%7CL2*15000%7CL3*15597%7CL4*13646,NA,25,720 A,910 A,801-1000AMP,7.69,9.38,6.75,201-500sq.inch,Top Right,Top Left,90 min,Top Mount,12 volt,31.7,20.1-40pound,NA,"Red Top Battery, Group Size 25, 720 CCA",(85 reviews),3 YR FREE REPLACEMENT,224.99,201-400$,16940002,16940002,49,https://shop.advanceautoparts.com/c4/battery/13646?term=batteries?,Battery,11024.51,0.00247978,25
DieHard Platinum AGM,DieHard,https://shop.advanceautoparts.com/p/diehard-platinum-agm-battery-group-size-51r-435-cca-51r-agm/11920918-P?navigationPath=L1*14920%7CL2*15000%7CL3*15597%7CL4*13646,NA,51R,435 A,540 A,400-600AMP,8.75,9.375,5.06,201-500sq.inch,Top Left,Top Right,75 min,Top Mount,12 volt,27,20.1-40pound,41.0 Ah,"Battery, Group Size 51R, 435 CCA",(0 reviews),3 YR REPLACEMENT IF DEFECTIVE,209.99,201-400$,11920918,11920918,134,https://shop.advanceautoparts.com/c4/battery/13646?term=batteries?,Battery,28138.66,0.006329324,51R
DieHard Silver,DieHard,https://shop.advanceautoparts.com/p/diehard-silver-battery-group-size-24-600-cca-24ft-5/11018022-P?navigationPath=L1*14920%7CL2*15000%7CL3*15597%7CL4*13646,NA,24,600 A,750 A,601-800AMP,8.875,10.25,6.812,501-1000sq.inch,Top Right,Top Left,110 min,Top Mount,12 volt,37.5,20.1-40pound,NA,"Battery, Group Size 24, 600 CCA",(42 reviews),2 YR FREE REPLACEMENT,159.99,101-200$,11018022,11018022,148,https://shop.advanceautoparts.com/c4/battery/13646?term=batteries?,Battery,23678.52,0.00532609,24
DieHard Silver,DieHard,https://shop.advanceautoparts.com/p/diehard-silver-battery-group-size-58-550-cca-58-2/2040360-P?navigationPath=L1*14920%7CL2*15000%7CL3*15597%7CL4*13646,NA,58,550 A,665 A,601-800AMP,6.937,10.06,7.187,501-1000sq.inch,Top Right,Top Left,80 min,Top Mount,12 volt,28.09,20.1-40pound,NA,"Battery, Group Size 58, 550 CCA",(118 reviews),2 YR FREE REPLACEMENT,159.99,101-200$,2040360,2040360,138,https://shop.advanceautoparts.com/c4/battery/13646?term=batteries?,Battery,22078.62,0.004966219,58
DieHard Silver,DieHard,https://shop.advanceautoparts.com/p/diehard-silver-battery-group-size-27-810-cca-27-3/2040131-P?navigationPath=L1*14920%7CL2*15000%7CL3*15597%7CL4*13646,NA,27,810 A,1000 A,801-1000AMP,8.875,12.06,6.812,501-1000sq.inch,Top Right,Top Left,140 min,Top Mount,12 volt,48.6,>40pound,NA,"Battery, Group Size 27, 810 CCA",(138 reviews),2 YR FREE REPLACEMENT,159.99,101-200$,2040131,2040131,122,https://shop.advanceautoparts.com/c4/battery/13646?term=batteries?,Battery,19518.78,0.004390425,27
DieHard Silver,DieHard,https://shop.advanceautoparts.com/p/diehard-silver-battery-group-size-26-525-cca-26-3/2040328-P?navigationPath=L1*14920%7CL2*15000%7CL3*15597%7CL4*13646,NA,26,525 A,655 A,601-800AMP,7.75,8.187,6.812,201-500sq.inch,Top Right,Top Left,60 min,Top Mount,12 volt,27.9,20.1-40pound,NA,"Battery, Group Size 26, 525 CCA",(114 reviews),2 YR FREE REPLACEMENT,159.99,101-200$,2040328,2040328,184,https://shop.advanceautoparts.com/c4/battery/13646?term=batteries?,Battery,29438.16,0.006621625,26
DieHard Platinum AGM,DieHard,https://shop.advanceautoparts.com/p/diehard-platinum-agm-battery-group-size-96r-590-cca-96r-agm/12102917-P?navigationPath=L1*14920%7CL2*15000%7CL3*15597%7CL4*13646,NA,96R,590 A,735 A,601-800AMP,7,7,9.5,201-500sq.inch,Top Left,Top Right,80 min,Top Mount,12 volt,31,20.1-40pound,45.0 Ah,"Battery, Group Size 96R, 590 CCA",(0 reviews),3 YR REPLACEMENT IF DEFECTIVE,209.99,201-400$,12102917,12102917,67,https://shop.advanceautoparts.com/c4/battery/13646?term=batteries?,Battery,14069.33,0.003164662,96R
DieHard Platinum,DieHard,https://shop.advanceautoparts.com/p/diehard-platinum-battery-group-size-h5-650-cca-810-ca-100-rc-47h5-rp/12495887-P?navigationPath=L1*14920%7CL2*15000%7CL3*15597%7CL4*13646,NA,H5,650 A,810 A,801-1000AMP,7.4,9.5,6.9,201-500sq.inch,Top Left,Top Right,100 min,Top Mount,12 volt,35,20.1-40pound,NA,"Battery, Group Size H5, 650 CCA, 810 CA, 100 RC",(0 reviews),4 YR REPLACEMENT IF DEFECTIVE,199.99,101-200$,12495887,12495887,101,https://shop.advanceautoparts.com/c4/battery/13646?term=batteries?,Battery,20198.99,0.004543427,H5
DieHard Platinum AGM,DieHard,https://shop.advanceautoparts.com/p/diehard-platinum-agm-battery-group-size-s46b24r-410-cca-s46b24r/10700314-P?navigationPath=L1*14920%7CL2*15000%7CL3*15597%7CL4*13646,NA,NA,410 A,510 A,400-600AMP,8.937,9.312,5.06,201-500sq.inch,Top Right,Top Left,75 min,Top Mount,12 volt,26,20.1-40pound,41.0 Ah,"Battery, Group Size S46B24R, 410 CCA",(20 reviews),3 YR FREE REPLACEMENT,209.99,201-400$,10700314,10700314,71,https://shop.advanceautoparts.com/c4/battery/13646?term=batteries?,Battery,14909.29,0.003353597,S46B24R
DieHard Platinum AGM,DieHard,https://shop.advanceautoparts.com/p/diehard-platinum-agm-battery-group-size-h9-950-cca-h9-agm/10866724-P?navigationPath=L1*14920%7CL2*15000%7CL3*15597%7CL4*13646,NA,NA,950 A,1000 A,801-1000AMP,7.5,15.562,6.937,501-1000sq.inch,Top Left,Top Right,190 min,Top Mount,12 volt,65.4,>40pound,100 Ah,"Battery, Group Size H9, 950 CCA",(3 reviews),3 YR FREE REPLACEMENT,209.99,201-400$,10866724,10866724,31,https://shop.advanceautoparts.com/c4/battery/13646?term=batteries?,Battery,6509.69,0.001464247,H9
DieHard Powersports,DieHard,https://shop.advanceautoparts.com/p/diehard-powersports-powersports-battery-group-size-btx14ah-bs-210-cca-tx14ah/16940012-P?navigationPath=L1*14920%7CL2*15000%7CL3*15597%7CL4*13646,NA,NA,210 A,NA,NA,6.437,5.25,3.562,101-200sq.inch,Top Right,Top Left,NA,Top Mount,12 volt,10.69,10.1-20pound,12.0 Ah,"Powersports Battery, Group Size BTX14AH-BS, 210 CCA",(50 reviews),90 DAY REPLACEMENT IF DEFECTIVE,89.99,51-100$,16940012,16940012,280,https://shop.advanceautoparts.com/c4/battery/13646?term=batteries?,Battery,25197.2,0.005667692,BTX14AH-BS
DieHard Platinum,DieHard,https://shop.advanceautoparts.com/p/diehard-platinum-battery-bci-group-size-65-750-cca-935-ca-150-rc-65-rp/12257750-P?navigationPath=L1*14920%7CL2*15000%7CL3*15597%7CL4*13646,NA,65,750 A,935 A,801-1000AMP,NA,NA,NA,NA,Top Right,Top Left,150 min,Top Mount,12 volt,NA,NA,NA,"Battery, BCI Group Size 65, 750 CCA, 935 CA, 150 RC",(0 reviews),4 YR REPLACEMENT IF DEFECTIVE,199.99,101-200$,12257750,12257750,191,https://shop.advanceautoparts.com/c4/battery/13646?term=batteries?,Battery,38198.09,0.008592026,BCI 65
DieHard Silver,DieHard,https://shop.advanceautoparts.com/p/diehard-silver-battery-group-size-34-660-cca-34-1/2040271-P?navigationPath=L1*14920%7CL2*15000%7CL3*15597%7CL4*13646,NA,34,660 A,885 A,801-1000AMP,7.875,10.25,6.812,501-1000sq.inch,Top Right,Top Left,115 min,Top Mount,12 volt,37.51,20.1-40pound,NA,"Battery, Group Size 34, 660 CCA",(215 reviews),2 YR FREE REPLACEMENT,159.99,101-200$,2040271,2040271,219,https://shop.advanceautoparts.com/c4/battery/13646?term=batteries?,Battery,35037.81,0.007881174,34
Optima,Optima,https://shop.advanceautoparts.com/p/optima-red-top-battery-group-size-75-86-720-cca-75-25-925/2040004-P?navigationPath=L1*14920%7CL2*15000%7CL3*15597%7CL4*13646,NA,NA,720 A,910 A,801-1000AMP,7.75,9.375,6.812,201-500sq.inch,NA,NA,90 min,Dual Terminal,12 volt,33.1,20.1-40pound,NA,"Red Top Battery, Group Size 75/86, 720 CCA",(133 reviews),3 YR FREE REPLACEMENT,224.99,201-400$,2040004,2040004,33,https://shop.advanceautoparts.com/c4/battery/13646?term=batteries?,Battery,7424.67,0.001670056,75/86
DieHard Silver,DieHard,https://shop.advanceautoparts.com/p/diehard-silver-battery-group-size-75-650-cca-75-2/2040026-P?navigationPath=L1*14920%7CL2*15000%7CL3*15597%7CL4*13646,NA,75,650 A,810 A,801-1000AMP,7.312,9.062,7.062,201-500sq.inch,Side Right,Side Left,95 min,Side Mount,12 volt,32.11,20.1-40pound,NA,"Battery, Group Size 75, 650 CCA",(434 reviews),2 YR REPLACEMENT IF DEFECTIVE,159.99,101-200$,2040026,2040026,150,https://shop.advanceautoparts.com/c4/battery/13646?term=batteries?,Battery,23998.5,0.005398064,75
DieHard Red,DieHard,https://shop.advanceautoparts.com/p/diehard-red-battery-group-size-58-500-cca-58-1/2070138-P?navigationPath=L1*14920%7CL2*15000%7CL3*15597%7CL4*13646,NA,58,500 A,625 A,601-800AMP,6.937,10.06,7.187,501-1000sq.inch,Top Right,Top Left,75 min,Top Mount,12 volt,28.09,20.1-40pound,NA,"Battery, Group Size 58, 500 CCA",(36 reviews),1 YR FREE REPLACEMENT,99.99,51-100$,2070138,2070138,18,https://shop.advanceautoparts.com/c4/battery/13646?term=batteries?,Battery,1799.82,0.000405,58
Optima,Optima,https://shop.advanceautoparts.com/p/optima-yellow-top-deep-cycle-battery-group-size-34-78-750-cca-d34-78-950/16210015-P?navigationPath=L1*14920%7CL2*15000%7CL3*15597%7CL4*13646,NA,NA,750 A,870 A,801-1000AMP,7.875,10.06,6.937,501-1000sq.inch,NA,NA,120 min,Dual Terminal,12 volt,43.5,>40pound,NA,"Yellow Top Deep Cycle Battery, Group Size 34/78, 750 CCA",(250 reviews),3 YR FREE REPLACEMENT,294.99,201-400$,16210015,16210015,40,https://shop.advanceautoparts.com/c4/battery/13646?term=batteries?,Battery,11799.6,0.002654124,34/78
DieHard Powersports,DieHard,https://shop.advanceautoparts.com/p/diehard-powersports-powersports-battery-group-size-btx14-bs-200-cca-tx14/16940011-P?navigationPath=L1*14920%7CL2*15000%7CL3*15597%7CL4*13646,NA,NA,200 A,NA,NA,5.687,5.875,3.437,101-200sq.inch,Top Right,Top Left,NA,Top Mount,12 volt,9.81,5.1-10pound,12.0 Ah,"Powersports Battery, Group Size BTX14-BS, 200 CCA",(87 reviews),90 DAY REPLACEMENT IF DEFECTIVE,115.99,101-200$,16940011,16940011,246,https://shop.advanceautoparts.com/c4/battery/13646?term=batteries?,Battery,28533.54,0.006418146,BTX14-BS
DieHard Powersports,DieHard,https://shop.advanceautoparts.com/p/diehard-powersports-powersports-battery-group-size-btx12-bs-180-cca-tx12/16940010-P?navigationPath=L1*14920%7CL2*15000%7CL3*15597%7CL4*13646,NA,NA,180 A,NA,NA,5.125,5.875,3.437,101-200sq.inch,Top Right,Top Left,NA,Top Mount,12 volt,8.71,5.1-10pound,10.0 Ah,"Powersports Battery, Group Size BTX12-BS, 180 CCA",(32 reviews),90 DAY REPLACEMENT IF DEFECTIVE,94.99,51-100$,16940010,16940010,91,https://shop.advanceautoparts.com/c4/battery/13646?term=batteries?,Battery,8644.09,0.001944345,BTX12-BS
Optima,Optima,https://shop.advanceautoparts.com/p/optima-yellow-top-deep-cycle-battery-group-size-51r-450-cca-d51r/16940001-P?navigationPath=L1*14920%7CL2*15000%7CL3*15597%7CL4*13646,NA,51R,450 A,575 A,400-600AMP,8.937,9.312,5.06,201-500sq.inch,Top Left,Top Right,66 min,Top Mount,12 volt,26,20.1-40pound,NA,"Yellow Top Deep Cycle Battery, Group Size 51R, 450 CCA",(105 reviews),3 YR FREE REPLACEMENT,264.99,201-400$,16940001,16940001,32,https://shop.advanceautoparts.com/c4/battery/13646?term=batteries?,Battery,8479.68,0.001907363,51R
DieHard Golf Cart,DieHard,https://shop.advanceautoparts.com/p/diehard-golf-cart-6-volt-deep-cycle-service-battery-reserve-capacity-115-min-gc2/2100013-P?navigationPath=L1*14920%7CL2*15000%7CL3*15597%7CL4*13646,NA,GC2,NA,NA,NA,10.7,10.3,7.1,501-1000sq.inch,Top Left,Top Right,115 min,Top Mount,6 volt,62.1,>40pound,225.0 Ah,"6-Volt Deep-Cycle Service Battery, Reserve Capacity 115 min.",(78 reviews),1 YR FREE REPLACEMENT,136.99,101-200$,2100013,2100013,146,https://shop.advanceautoparts.com/c4/battery/13646?term=batteries?,Battery,20000.54,0.004498789,NA
DieHard Silver,DieHard,https://shop.advanceautoparts.com/p/diehard-silver-battery-group-size-u1r-370-cca-u1rt/2040179-P?navigationPath=L1*14920%7CL2*15000%7CL3*15597%7CL4*13646,NA,U1R,370 A,460 A,400-600AMP,7.312,8.25,5.189,201-500sq.inch,Top Left,Top Right,45 min,Top Mount,12 volt,20.5,20.1-40pound,NA,"Battery, Group Size U1R, 370 CCA",(107 reviews),2 YR FREE REPLACEMENT,159.99,101-200$,2040179,2040179,32,https://shop.advanceautoparts.com/c4/battery/13646?term=batteries?,Battery,5119.68,0.001151587,U1R
DieHard HD Battery,DieHard,https://shop.advanceautoparts.com/p/diehard-hd-battery-heavy-duty-commercial-farm-battery-group-size-31t-1000-cca-31hds30/10548168-P?navigationPath=L1*14920%7CL2*15000%7CL3*15597%7CL4*13646,NA,31T,1000 A,1250 A,1001-1500AMP,9.437,13,6.812,501-1000sq.inch,Top Left,Top Right,185 min,Top Mount,12 volt,61.01,>40pound,NA,"Heavy Duty Commercial & Farm Battery, Group Size 31T, 1000 CCA",(1 reviews),1 YR FREE REPLACEMENT,139.99,101-200$,10548168,10548168,61,https://shop.advanceautoparts.com/c4/battery/13646?term=batteries?,Battery,8539.39,0.001920794,31T
