product_title,brand,product_url,part_number,bci_group_size,cold_cranking_amperage,cranking_amperage,amperage_tier,height,length,width,product_size_tier,negative_terminal_location,positive_terminal_location,reserve_capacity,terminal_type,voltage,weight,weight_tier,amp_hour,product_attributes,product_reviews,product_warranty,product_reg_price,skuid,product_warranty.y,search_term,category,units_sold,sale_price,price_tier,revenue,market_share
DieHard Gold,DieHard,https://shop.advanceautoparts.com/p/diehard-gold-battery-group-size-35-640-cca-35-2/2130004-P?navigationPath=L1*14920%7CL2*15000%7CL3*15597%7CL4*13646,,35,640 A,800 A,>500AMP,8.875,9.06,6.937,501-1000sq.inch,Top Left,Top Right,100 min,Top Mount,12.0 VDC,39.01,20.1-40pound,,"Battery, Group Size 35, 640 CCA",(1174 reviews),3 YR FREE REPLACEMENT,179.99,2130004,3 YR FREE REPLACEMENT,https://shop.advanceautoparts.com/c4/battery/13646?term=batteries?,Battery,183,179.99,101-200$,32938.17,0.061211800999999996
DieHard Gold,DieHard,https://shop.advanceautoparts.com/p/diehard-gold-battery-group-size-h6-730-cca-48h6/2130015-P?navigationPath=L1*14920%7CL2*15000%7CL3*15597%7CL4*13646,,,730 A,910 A,>500AMP,7.5,11.0,6.937,501-1000sq.inch,Top Left,Top Right,115 min,Top Mount,12.0 VDC,38.81,20.1-40pound,,"Battery, Group Size H6, 730 CCA",(712 reviews),3 YR FREE REPLACEMENT,179.99,2130015,3 YR FREE REPLACEMENT,https://shop.advanceautoparts.com/c4/battery/13646?term=batteries?,Battery,111,179.99,101-200$,19978.89,0.03712847
DieHard Gold,DieHard,https://shop.advanceautoparts.com/p/diehard-gold-battery-group-size-h7-800-cca-94rh7/2130011-P?navigationPath=L1*14920%7CL2*15000%7CL3*15597%7CL4*13646,,,800 A,1000 A,>500AMP,7.5,12.437000000000001,6.937,501-1000sq.inch,Top Left,Top Right,140 min,Top Mount,12.0 VDC,42.91,>40pound,,"Battery, Group Size H7, 800 CCA",(467 reviews),3 YR FREE REPLACEMENT,179.99,2130011,3 YR FREE REPLACEMENT,https://shop.advanceautoparts.com/c4/battery/13646?term=batteries?,Battery,105,179.99,101-200$,18898.95,0.035121525
DieHard Gold,DieHard,https://shop.advanceautoparts.com/p/diehard-gold-battery-group-size-65-850-cca-65-2/2040468-P?navigationPath=L1*14920%7CL2*15000%7CL3*15597%7CL4*13646,,65,850 A,1000 A,>500AMP,7.562,12.06,7.562,501-1000sq.inch,Top Right,Top Left,150 min,Top Mount,12.0 VDC,45.21,>40pound,,"Battery, Group Size 65, 850 CCA",(1422 reviews),3 YR FREE REPLACEMENT,179.99,2040468,3 YR FREE REPLACEMENT,https://shop.advanceautoparts.com/c4/battery/13646?term=batteries?,Battery,133,179.99,101-200$,23938.67,0.044487265
DieHard Platinum AGM,DieHard,https://shop.advanceautoparts.com/p/diehard-platinum-agm-battery-group-size-h7-850-cca-h7-agm/10210826-P?navigationPath=L1*14920%7CL2*15000%7CL3*15597%7CL4*13646,,,850 A,1000 A,>500AMP,7.5,12.437000000000001,6.937,501-1000sq.inch,Top Left,Top Right,140 min,Top Mount,12.0 VDC,51.8,>40pound,80.0 Ah,"Battery, Group Size H7, 850 CCA",(193 reviews),3 YR FREE REPLACEMENT,209.99,10210826,3 YR FREE REPLACEMENT,https://shop.advanceautoparts.com/c4/battery/13646?term=batteries?,Battery,114,209.99,201-400$,23938.86,0.044487618
DieHard Gold,DieHard,https://shop.advanceautoparts.com/p/diehard-gold-battery-group-size-24f-750-cca-24f-6/2130001-P?navigationPath=L1*14920%7CL2*15000%7CL3*15597%7CL4*13646,,24F,750 A,935 A,>500AMP,9.0,10.75,6.812,501-1000sq.inch,Top Left,Top Right,130 min,Top Mount,12.0 VDC,41.6,>40pound,,"Battery, Group Size 24F, 750 CCA",(1656 reviews),3 YR FREE REPLACEMENT,179.99,2130001,3 YR FREE REPLACEMENT,https://shop.advanceautoparts.com/c4/battery/13646?term=batteries?,Battery,135,179.99,101-200$,24298.65,0.045156247000000004
DieHard Platinum AGM,DieHard,https://shop.advanceautoparts.com/p/diehard-platinum-agm-battery-group-size-h6-760-cca-h6-agm/10210829-P?navigationPath=L1*14920%7CL2*15000%7CL3*15597%7CL4*13646,,,760 A,950 A,>500AMP,7.5,11.0,6.937,501-1000sq.inch,Top Left,Top Right,120 min,Top Mount,12.0 VDC,45.6,>40pound,70.0 Ah,"Battery, Group Size H6, 760 CCA",(386 reviews),3 YR FREE REPLACEMENT,209.99,10210829,3 YR FREE REPLACEMENT,https://shop.advanceautoparts.com/c4/battery/13646?term=batteries?,Battery,86,209.99,201-400$,18059.14,0.033560835
DieHard Gold,DieHard,https://shop.advanceautoparts.com/p/diehard-gold-battery-group-size-51r-500-cca-51r-2/2130008-P?navigationPath=L1*14920%7CL2*15000%7CL3*15597%7CL4*13646,,51R,500 A,625 A,>500AMP,8.75,9.375,5.062,201-500sq.inch,Top Left,Top Right,85 min,Top Mount,12.0 VDC,27.81,20.1-40pound,,"Battery, Group Size 51R, 500 CCA",(884 reviews),3 YR FREE REPLACEMENT,179.99,2130008,3 YR FREE REPLACEMENT,https://shop.advanceautoparts.com/c4/battery/13646?term=batteries?,Battery,116,179.99,101-200$,20878.84,0.038800923
DieHard Red,DieHard,https://shop.advanceautoparts.com/p/diehard-red-battery-group-size-75-86-650-cca-35-75-2/2040433-P?navigationPath=L1*14920%7CL2*15000%7CL3*15597%7CL4*13646,,,650 A,810 A,>500AMP,7.312,9.06,7.06,201-500sq.inch,,,93 min,Dual Terminal,12.0 VDC,32.55,20.1-40pound,,"Battery, Group Size 75/86, 650 CCA",(150 reviews),1 YR FREE REPLACEMENT,99.99,2040433,1 YR FREE REPLACEMENT,https://shop.advanceautoparts.com/c4/battery/13646?term=batteries?,Battery,17,99.99,51-100$,1699.83,0.0031589390000000004
DieHard Red,DieHard,https://shop.advanceautoparts.com/p/diehard-red-battery-group-size-65-650-cca-65-0/2130021-P?navigationPath=L1*14920%7CL2*15000%7CL3*15597%7CL4*13646,,65,650 A,812 A,>500AMP,7.562,12.06,7.562,501-1000sq.inch,Top Right,Top Left,80 min,Top Mount,12.0 VDC,38.61,20.1-40pound,,"Battery, Group Size 65, 650 CCA",(278 reviews),1 YR FREE REPLACEMENT,99.99,2130021,1 YR FREE REPLACEMENT,https://shop.advanceautoparts.com/c4/battery/13646?term=batteries?,Battery,33,99.99,51-100$,3299.67,0.006132057
DieHard Gold,DieHard,https://shop.advanceautoparts.com/p/diehard-gold-battery-group-size-96r-590-cca-96r-3/2130020-P?navigationPath=L1*14920%7CL2*15000%7CL3*15597%7CL4*13646,,96R,590 A,740 A,>500AMP,6.937,9.5,6.937,201-500sq.inch,Top Left,Top Right,95 min,Top Mount,12.0 VDC,30.34,20.1-40pound,,"Battery, Group Size 96R, 590 CCA",(817 reviews),3 YR FREE REPLACEMENT,179.99,2130020,3 YR FREE REPLACEMENT,https://shop.advanceautoparts.com/c4/battery/13646?term=batteries?,Battery,64,179.99,101-200$,11519.36,0.021407406
DieHard Gold,DieHard,https://shop.advanceautoparts.com/p/diehard-gold-battery-group-size-h5-650-cca-47h5/2130014-P?navigationPath=L1*14920%7CL2*15000%7CL3*15597%7CL4*13646,,,650 A,810 A,>500AMP,7.5,9.562000000000001,6.937,201-500sq.inch,Top Left,Top Right,100 min,Top Mount,12.0 VDC,32.91,20.1-40pound,,"Battery, Group Size H5, 650 CCA",(295 reviews),3 YR FREE REPLACEMENT,179.99,2130014,3 YR FREE REPLACEMENT,https://shop.advanceautoparts.com/c4/battery/13646?term=batteries?,Battery,91,179.99,101-200$,16379.09,0.030438655
DieHard Silver,DieHard,https://shop.advanceautoparts.com/p/diehard-silver-battery-group-size-34-78-800-cca-34-78-4/2040409-P?navigationPath=L1*14920%7CL2*15000%7CL3*15597%7CL4*13646,,,800 A,1000 A,>500AMP,7.312,10.25,7.06,501-1000sq.inch,,,115 min,Dual Terminal,12.0 VDC,40.2,>40pound,,"Battery, Group Size 34/78, 800 CCA",(1007 reviews),2 YR FREE REPLACEMENT,159.99,2040409,2 YR FREE REPLACEMENT,https://shop.advanceautoparts.com/c4/battery/13646?term=batteries?,Battery,44,159.99,101-200$,7039.56,0.013082213
DieHard Silver,DieHard,https://shop.advanceautoparts.com/p/diehard-silver-battery-group-size-26r-575-cca-26r-3/2040174-P?navigationPath=L1*14920%7CL2*15000%7CL3*15597%7CL4*13646,,26R,575 A,720 A,>500AMP,7.75,8.187000000000001,6.812,201-500sq.inch,Top Left,Top Right,81 min,Top Mount,12.0 VDC,28.41,20.1-40pound,,"Battery, Group Size 26R, 575 CCA",(561 reviews),2 YR FREE REPLACEMENT,159.99,2040174,2 YR FREE REPLACEMENT,https://shop.advanceautoparts.com/c4/battery/13646?term=batteries?,Battery,46,159.99,101-200$,7359.54,0.013676859
DieHard Red,DieHard,https://shop.advanceautoparts.com/p/diehard-red-battery-group-size-26r-510-cca-26r-2/2070111-P?navigationPath=L1*14920%7CL2*15000%7CL3*15597%7CL4*13646,,26R,510 A,635 A,>500AMP,7.75,8.187000000000001,6.812,201-500sq.inch,Top Left,Top Right,60 min,Top Mount,12.0 VDC,28.41,20.1-40pound,,"Battery, Group Size 26R, 510 CCA",(320 reviews),1 YR FREE REPLACEMENT,99.99,2070111,1 YR FREE REPLACEMENT,https://shop.advanceautoparts.com/c4/battery/13646?term=batteries?,Battery,27,99.99,51-100$,2699.73,0.005017138
DieHard Platinum AGM,DieHard,https://shop.advanceautoparts.com/p/diehard-platinum-agm-battery-group-size-h8-900-cca-h8-agm/10210828-P?navigationPath=L1*14920%7CL2*15000%7CL3*15597%7CL4*13646,,,900 A,1000 A,>500AMP,7.5,13.937000000000001,6.937,501-1000sq.inch,Top Left,Top Right,160 min,Top Mount,12.0 VDC,58.7,>40pound,95.0 Ah,"Battery, Group Size H8, 900 CCA",(191 reviews),3 YR FREE REPLACEMENT,209.99,10210828,3 YR FREE REPLACEMENT,https://shop.advanceautoparts.com/c4/battery/13646?term=batteries?,Battery,45,209.99,201-400$,9449.55,0.017560902
DieHard Silver,DieHard,https://shop.advanceautoparts.com/p/diehard-silver-battery-group-size-65-750-cca-65-1/2040115-P?navigationPath=L1*14920%7CL2*15000%7CL3*15597%7CL4*13646,,65,750 A,935 A,>500AMP,7.562,12.06,7.562,501-1000sq.inch,Top Right,Top Left,140 min,Top Mount,12.0 VDC,44.55,>40pound,,"Battery, Group Size 65, 750 CCA",(433 reviews),2 YR FREE REPLACEMENT,159.99,2040115,2 YR FREE REPLACEMENT,https://shop.advanceautoparts.com/c4/battery/13646?term=batteries?,Battery,42,159.99,101-200$,6719.58,0.012487567
DieHard Silver,DieHard,https://shop.advanceautoparts.com/p/diehard-silver-battery-group-size-24f-650-cca-24f-3/12181196-P?navigationPath=L1*14920%7CL2*15000%7CL3*15597%7CL4*13646,,24F,650 A,812 A,>500AMP,,,,,Top Left,Top Right,130 min,Top Mount,12.0 VDC,,,,"Battery, Group Size 24F, 650 CCA",(0 reviews),2 YR REPLACEMENT IF DEFECTIVE,159.99,12181196,2 YR REPLACEMENT IF DEFECTIVE,https://shop.advanceautoparts.com/c4/battery/13646?term=batteries?,Battery,94,159.99,101-200$,15039.06,0.027948364
DieHard Gold,DieHard,https://shop.advanceautoparts.com/p/diehard-gold-battery-group-size-78-800-cca-78ft-2/11018021-P?navigationPath=L1*14920%7CL2*15000%7CL3*15597%7CL4*13646,,78,800 A,1000 A,>500AMP,7.312,10.25,7.062,501-1000sq.inch,Side Right,Side Left,110 min,Side Mount,12.0 VDC,37.87,20.1-40pound,,"Battery, Group Size 78, 800 CCA",(315 reviews),3 YR REPLACEMENT IF DEFECTIVE,179.99,11018021,3 YR REPLACEMENT IF DEFECTIVE,https://shop.advanceautoparts.com/c4/battery/13646?term=batteries?,Battery,50,179.99,101-200$,8999.5,0.016724536
DieHard Platinum AGM,DieHard,https://shop.advanceautoparts.com/p/diehard-platinum-agm-battery-group-size-24f-710-cca-24f-agm/10310750-P?navigationPath=L1*14920%7CL2*15000%7CL3*15597%7CL4*13646,,24F,710 A,885 A,>500AMP,8.68,10.937000000000001,6.812,501-1000sq.inch,Top Left,Top Right,120 min,Top Mount,12.0 VDC,45.9,>40pound,70.0 Ah,"Battery, Group Size 24F, 710 CCA",(63 reviews),3 YR FREE REPLACEMENT,209.99,10310750,3 YR FREE REPLACEMENT,https://shop.advanceautoparts.com/c4/battery/13646?term=batteries?,Battery,44,209.99,201-400$,9239.56,0.01717066
DieHard Silver,DieHard,https://shop.advanceautoparts.com/p/diehard-silver-battery-group-size-51r-425-cca-51r-1/2040107-P?navigationPath=L1*14920%7CL2*15000%7CL3*15597%7CL4*13646,,51R,425 A,530 A,>500AMP,8.75,9.375,5.062,201-500sq.inch,Top Left,Top Right,75 min,Top Mount,12.0 VDC,26.81,20.1-40pound,,"Battery, Group Size 51R, 425 CCA",(218 reviews),2 YR FREE REPLACEMENT,159.99,2040107,2 YR FREE REPLACEMENT,https://shop.advanceautoparts.com/c4/battery/13646?term=batteries?,Battery,45,159.99,101-200$,7199.55,0.013379536000000001
DieHard Platinum,DieHard,https://shop.advanceautoparts.com/p/diehard-platinum-battery-bci-group-size-h7-800-cca-1000-ca-140-rc-94rh7-rp/12277123-P?navigationPath=L1*14920%7CL2*15000%7CL3*15597%7CL4*13646,,,800 A,1000 A,>500AMP,,,,,Top Left,Top Right,140 min,Top Mount,12.0 VDC,,,,"Battery, BCI Group Size H7, 800 CCA, 1000 CA, 140 RC",(0 reviews),4 YR REPLACEMENT IF DEFECTIVE,199.99,12277123,4 YR REPLACEMENT IF DEFECTIVE,https://shop.advanceautoparts.com/c4/battery/13646?term=batteries?,Battery,18,199.99,101-200$,3599.82,0.006689852
DieHard Powersports,DieHard,https://shop.advanceautoparts.com/p/diehard-powersports-powersports-battery-group-size-btx20hl-bs-310-cca-tx20hl/16940007-P?navigationPath=L1*14920%7CL2*15000%7CL3*15597%7CL4*13646,,,310 A,,,6.125,6.875,3.437,101-200sq.inch,Top Left,Top Right,,Top Mount,12.0 VDC,13.67,10.1-20pound,18.0 Ah,"Powersports Battery, Group Size BTX20HL-BS, 310 CCA",(149 reviews),90 DAY REPLACEMENT IF DEFECTIVE,115.99,16940007,90 DAY REPLACEMENT IF DEFECTIVE,https://shop.advanceautoparts.com/c4/battery/13646?term=batteries?,Battery,55,115.99,101-200$,6379.45,0.011855474
DieHard Gold,DieHard,https://shop.advanceautoparts.com/p/diehard-gold-battery-group-size-34-800-cca-34ft-2/11017956-P?navigationPath=L1*14920%7CL2*15000%7CL3*15597%7CL4*13646,,34,800 A,1000 A,>500AMP,7.875,10.25,6.812,501-1000sq.inch,Top Right,Top Left,110 min,Top Mount,12.0 VDC,38.1,20.1-40pound,,"Battery, Group Size 34, 800 CCA",(237 reviews),3 YR FREE REPLACEMENT,179.99,11017956,3 YR FREE REPLACEMENT,https://shop.advanceautoparts.com/c4/battery/13646?term=batteries?,Battery,44,179.99,101-200$,7919.56,0.014717592
DieHard Silver,DieHard,https://shop.advanceautoparts.com/p/diehard-silver-battery-group-size-h6-615-cca-91-1/2040007-P?navigationPath=L1*14920%7CL2*15000%7CL3*15597%7CL4*13646,,,615 A,765 A,>500AMP,7.5,11.0,6.937,501-1000sq.inch,Top Left,Top Right,95 min,Top Mount,12.0 VDC,35.91,20.1-40pound,,"Battery, Group Size H6, 615 CCA",(198 reviews),2 YR FREE REPLACEMENT,159.99,2040007,2 YR FREE REPLACEMENT,https://shop.advanceautoparts.com/c4/battery/13646?term=batteries?,Battery,43,159.99,101-200$,6879.57,0.01278489
DieHard Gold,DieHard,https://shop.advanceautoparts.com/p/diehard-gold-battery-group-size-124r-700-cca-124r-2/11498859-P?navigationPath=L1*14920%7CL2*15000%7CL3*15597%7CL4*13646,,124R,700 A,875 A,>500AMP,8.625,10.32,7.0,501-1000sq.inch,Top Left,Top Right,120 min,Top Mount,12.0 VDC,39.6,20.1-40pound,,"Battery, Group Size 124R, 700 CCA",(137 reviews),3 YR FREE REPLACEMENT,179.99,11498859,3 YR FREE REPLACEMENT,https://shop.advanceautoparts.com/c4/battery/13646?term=batteries?,Battery,40,179.99,101-200$,7199.6,0.013379628999999999
DieHard Silver,DieHard,https://shop.advanceautoparts.com/p/diehard-silver-battery-group-size-124r-600-cca-124r-1/2040182-P?navigationPath=L1*14920%7CL2*15000%7CL3*15597%7CL4*13646,,124R,600 A,750 A,>500AMP,8.625,10.32,7.0,501-1000sq.inch,Top Left,Top Right,120 min,Top Mount,12.0 VDC,44.4,>40pound,,"Battery, Group Size 124R, 600 CCA",(653 reviews),2 YR FREE REPLACEMENT,159.99,2040182,2 YR FREE REPLACEMENT,https://shop.advanceautoparts.com/c4/battery/13646?term=batteries?,Battery,37,159.99,101-200$,5919.63,0.011000952
DieHard Platinum AGM,DieHard,https://shop.advanceautoparts.com/p/diehard-platinum-agm-battery-group-size-35-650-cca-35-agm/11920814-P?navigationPath=L1*14920%7CL2*15000%7CL3*15597%7CL4*13646,,35,650 A,800 A,>500AMP,8.875,9.06,6.937,501-1000sq.inch,Top Left,Top Right,100 min,Top Mount,12.0 VDC,40.4,>40pound,55.0 Ah,"Battery, Group Size 35, 650 CCA",(0 reviews),3 YR REPLACEMENT IF DEFECTIVE,209.99,11920814,3 YR REPLACEMENT IF DEFECTIVE,https://shop.advanceautoparts.com/c4/battery/13646?term=batteries?,Battery,38,209.99,201-400$,7979.62,0.014829206000000001
DieHard Red,DieHard,https://shop.advanceautoparts.com/p/diehard-red-battery-group-size-24f-550-cca-24f-2/2070073-P?navigationPath=L1*14920%7CL2*15000%7CL3*15597%7CL4*13646,,24F,550 A,685 A,>500AMP,9.0,10.75,6.812,501-1000sq.inch,Top Left,Top Right,85 min,Top Mount,12.0 VDC,37.5,20.1-40pound,,"Battery, Group Size 24F, 550 CCA",(48 reviews),1 YR FREE REPLACEMENT,99.99,2070073,1 YR FREE REPLACEMENT,https://shop.advanceautoparts.com/c4/battery/13646?term=batteries?,Battery,29,99.99,51-100$,2899.71,0.005388778
DieHard Platinum,DieHard,https://shop.advanceautoparts.com/p/diehard-platinum-battery-din-group-size-h6-730-cca-910-ca-120-rc-48h6-rp/12257814-P?navigationPath=L1*14920%7CL2*15000%7CL3*15597%7CL4*13646,,,730 A,910 A,>500AMP,,,,,Top Left,Top Right,120 min,Top Mount,12.0 VDC,,,,"Battery, DIN Group Size H6, 730 CCA, 910 CA, 120 RC",(0 reviews),4 YR REPLACEMENT IF DEFECTIVE,199.99,12257814,4 YR REPLACEMENT IF DEFECTIVE,https://shop.advanceautoparts.com/c4/battery/13646?term=batteries?,Battery,29,199.99,101-200$,5799.71,0.010778093999999998
DieHard Silver,DieHard,https://shop.advanceautoparts.com/p/diehard-silver-battery-group-size-35-500-cca-35-1/2040050-P?navigationPath=L1*14920%7CL2*15000%7CL3*15597%7CL4*13646,,35,500 A,625 A,>500AMP,8.875,9.06,6.937,501-1000sq.inch,Top Left,Top Right,80 min,Top Mount,12.0 VDC,33.95,20.1-40pound,,"Battery, Group Size 35, 500 CCA",(133 reviews),2 YR FREE REPLACEMENT,159.99,2040050,2 YR FREE REPLACEMENT,https://shop.advanceautoparts.com/c4/battery/13646?term=batteries?,Battery,48,159.99,101-200$,7679.52,0.014271505
DieHard Silver,DieHard,https://shop.advanceautoparts.com/p/diehard-silver-battery-group-size-86-525-cca-86-1/2040180-P?navigationPath=L1*14920%7CL2*15000%7CL3*15597%7CL4*13646,,86,525 A,625 A,>500AMP,8.0,9.06,6.812,201-500sq.inch,Top Right,Top Left,90 min,Top Mount,12.0 VDC,31.11,20.1-40pound,,"Battery, Group Size 86, 525 CCA",(130 reviews),2 YR FREE REPLACEMENT,159.99,2040180,2 YR FREE REPLACEMENT,https://shop.advanceautoparts.com/c4/battery/13646?term=batteries?,Battery,34,159.99,101-200$,5439.66,0.010108983
DieHard Platinum AGM,DieHard,https://shop.advanceautoparts.com/p/diehard-platinum-agm-battery-group-size-h5-680-cca-h5-agm/10700670-P?navigationPath=L1*14920%7CL2*15000%7CL3*15597%7CL4*13646,,,680 A,850 A,>500AMP,7.5,9.562000000000001,6.937,201-500sq.inch,Top Left,Top Right,100 min,Top Mount,12.0 VDC,39.6,20.1-40pound,60.0 Ah,"Battery, Group Size H5, 680 CCA",(24 reviews),3 YR FREE REPLACEMENT,209.99,10700670,3 YR FREE REPLACEMENT,https://shop.advanceautoparts.com/c4/battery/13646?term=batteries?,Battery,25,209.99,201-400$,5249.75,0.009756057
Value Battery,Value Battery,https://shop.advanceautoparts.com/p/value-battery-battery-group-size-75-86-650-cca-7586dt-v/11410642-P?navigationPath=L1*14920%7CL2*15000%7CL3*15597%7CL4*13646,,,650 A,810 A,>500AMP,7.312,9.06,7.06,201-500sq.inch,,,93 min,Dual Terminal,12.0 VDC,32.55,20.1-40pound,,"Battery, Group Size 75/86, 650 CCA",(65 reviews),90 DAY REPLACEMENT IF DEFECTIVE,84.99,11410642,90 DAY REPLACEMENT IF DEFECTIVE,https://shop.advanceautoparts.com/c4/battery/13646?term=batteries?,Battery,0,84.99,51-100$,0.0,0.0
DieHard HD Battery,DieHard,https://shop.advanceautoparts.com/p/diehard-hd-battery-heavy-duty-commercial-farm-battery-group-size-31t-950-cca-31s30/2100096-P?navigationPath=L1*14920%7CL2*15000%7CL3*15597%7CL4*13646,,31T,950 A,1140 A,>500AMP,9.5,13.0,6.75,501-1000sq.inch,Top Right,Top Left,175 min,Top Mount,12.0 VDC,59.6,>40pound,,"Heavy Duty Commercial & Farm Battery, Group Size 31T, 950 CCA",(34 reviews),1 YR REPLACEMENT IF DEFECTIVE,132.99,2100096,1 YR REPLACEMENT IF DEFECTIVE,https://shop.advanceautoparts.com/c4/battery/13646?term=batteries?,Battery,39,132.99,101-200$,5186.61,0.009638718000000001
DieHard Red,DieHard,https://shop.advanceautoparts.com/p/diehard-red-battery-group-size-34-600-cca-34-0/12184483-P?navigationPath=L1*14920%7CL2*15000%7CL3*15597%7CL4*13646,,34,600 A,750 A,>500AMP,,,,,Top Right,Top Left,100 min,Top Mount,12.0 VDC,,,,"Battery, Group Size 34, 600 CCA",(0 reviews),12 MO.FREE REPL 0 MO.PRORATED,99.99,12184483,12 MO.FREE REPL 0 MO.PRORATED,https://shop.advanceautoparts.com/c4/battery/13646?term=batteries?,Battery,16,99.99,51-100$,1599.84,0.002973119
DieHard Platinum AGM,DieHard,https://shop.advanceautoparts.com/p/diehard-platinum-agm-battery-group-size-65-750-cca-65-agm/10310830-P?navigationPath=L1*14920%7CL2*15000%7CL3*15597%7CL4*13646,,65,750 A,935 A,>500AMP,7.437,12.06,7.562,501-1000sq.inch,Top Right,Top Left,120 min,Top Mount,12.0 VDC,42.5,>40pound,68.0 Ah,"Battery, Group Size 65, 750 CCA",(74 reviews),3 YR FREE REPLACEMENT,209.99,10310830,3 YR FREE REPLACEMENT,https://shop.advanceautoparts.com/c4/battery/13646?term=batteries?,Battery,22,209.99,201-400$,4619.78,0.00858533
DieHard Silver,DieHard,https://shop.advanceautoparts.com/p/diehard-silver-battery-group-size-121r-600-cca-121r-2/2130017-P?navigationPath=L1*14920%7CL2*15000%7CL3*15597%7CL4*13646,,121R,600 A,750 A,>500AMP,8.5,8.25,6.888999999999999,201-500sq.inch,Top Left,Top Right,100 min,Top Mount,12.0 VDC,30.54,20.1-40pound,,"Battery, Group Size 121R, 600 CCA",(203 reviews),2 YR FREE REPLACEMENT,159.99,2130017,2 YR FREE REPLACEMENT,https://shop.advanceautoparts.com/c4/battery/13646?term=batteries?,Battery,28,159.99,101-200$,4479.72,0.008325044
DieHard Gold,DieHard,https://shop.advanceautoparts.com/p/diehard-gold-battery-group-size-t5-650-cca-90-t5/2130019-P?navigationPath=L1*14920%7CL2*15000%7CL3*15597%7CL4*13646,,,650 A,810 A,>500AMP,6.937,9.562000000000001,6.937,201-500sq.inch,Top Left,Top Right,90 min,Top Mount,12.0 VDC,31.6,20.1-40pound,,"Battery, Group Size T5, 650 CCA",(242 reviews),3 YR FREE REPLACEMENT,179.99,2130019,3 YR FREE REPLACEMENT,https://shop.advanceautoparts.com/c4/battery/13646?term=batteries?,Battery,23,179.99,101-200$,4139.77,0.007693286
DieHard Platinum,DieHard,https://shop.advanceautoparts.com/p/diehard-platinum-battery-bci-group-size-35-585-cca-730-ca-100-rc-35-rp/12257813-P?navigationPath=L1*14920%7CL2*15000%7CL3*15597%7CL4*13646,,35,585 A,730 A,>500AMP,,,,,Top Left,Top Right,100 min,Top Mount,12.0 VDC,,,,"Battery, BCI Group Size 35, 585 CCA, 730 CA, 100 RC",(0 reviews),4 YR REPLACEMENT IF DEFECTIVE,199.99,12257813,4 YR REPLACEMENT IF DEFECTIVE,https://shop.advanceautoparts.com/c4/battery/13646?term=batteries?,Battery,24,199.99,101-200$,4799.76,0.008919802
Optima,Optima,https://shop.advanceautoparts.com/p/optima-red-top-battery-group-size-35-720-cca-35/16940003-P?navigationPath=L1*14920%7CL2*15000%7CL3*15597%7CL4*13646,,35,720 A,910 A,>500AMP,7.687,9.375,6.75,201-500sq.inch,Top Left,Top Right,90 min,Top Mount,12.0 VDC,31.7,20.1-40pound,44.0 Ah,"Red Top Battery, Group Size 35, 720 CCA",(206 reviews),3 YR FREE REPLACEMENT,244.99,16940003,3 YR FREE REPLACEMENT,https://shop.advanceautoparts.com/c4/battery/13646?term=batteries?,Battery,13,244.99,201-400$,3184.87,0.005918715
DieHard Gold,DieHard,https://shop.advanceautoparts.com/p/diehard-gold-battery-group-size-24-700-cca-24-6/2130000-P?navigationPath=L1*14920%7CL2*15000%7CL3*15597%7CL4*13646,,24,700 A,875 A,>500AMP,8.875,10.25,6.812,501-1000sq.inch,Top Right,Top Left,130 min,Top Mount,12.0 VDC,41.6,>40pound,,"Battery, Group Size 24, 700 CCA",(352 reviews),3 YR FREE REPLACEMENT,179.99,2130000,3 YR FREE REPLACEMENT,https://shop.advanceautoparts.com/c4/battery/13646?term=batteries?,Battery,36,179.99,101-200$,6479.64,0.012041666000000001
DieHard Silver,DieHard,https://shop.advanceautoparts.com/p/diehard-silver-battery-group-size-96r-550-cca-96r-2/12184482-P?navigationPath=L1*14920%7CL2*15000%7CL3*15597%7CL4*13646,,96R,550 A,685 A,>500AMP,,,,,Top Left,Top Right,85 min,Top Mount,12.0 VDC,,,,"Battery, Group Size 96R, 550 CCA",(0 reviews),2 YR FREE REPLACEMENT,159.99,12184482,2 YR FREE REPLACEMENT,https://shop.advanceautoparts.com/c4/battery/13646?term=batteries?,Battery,23,159.99,101-200$,3679.77,0.006838429
DieHard Red,DieHard,https://shop.advanceautoparts.com/p/diehard-red-battery-group-size-78-650-cca-78-0/12101237-P?navigationPath=L1*14920%7CL2*15000%7CL3*15597%7CL4*13646,,78,650 A,810 A,>500AMP,,,,,Side Right,Side Left,120 min,Side Mount,12.0 VDC,,,,"Battery, Group Size 78, 650 CCA",(0 reviews),1 YR REPLACEMENT IF DEFECTIVE,99.99,12101237,1 YR REPLACEMENT IF DEFECTIVE,https://shop.advanceautoparts.com/c4/battery/13646?term=batteries?,Battery,16,99.99,51-100$,1599.84,0.002973119
DieHard Gold,DieHard,https://shop.advanceautoparts.com/p/diehard-gold-battery-group-size-75-700-cca-75ft-3/11017958-P?navigationPath=L1*14920%7CL2*15000%7CL3*15597%7CL4*13646,,75,700 A,875 A,>500AMP,7.312,9.062000000000001,7.062,201-500sq.inch,Side Right,Side Left,95 min,Side Mount,12.0 VDC,32.41,20.1-40pound,,"Battery, Group Size 75, 700 CCA",(220 reviews),3 YR FREE REPLACEMENT,179.99,11017958,3 YR FREE REPLACEMENT,https://shop.advanceautoparts.com/c4/battery/13646?term=batteries?,Battery,18,179.99,101-200$,3239.82,0.006020833000000001
